show_id,tipo,titulo,director,elenco,anio,clasificacion,duracion,listado_en,plataforma
s2512,Movie,Falaknuma Das,Vishwak Sen,"Vishwak Sen, Saloni Mishra, Harshita Gaur, Vivek Tony, Uttej",2019,18+,145,"Action, Drama, International",amazon
s2517,Movie,Faith Based,Vincent Masciale,"Luke Barnett, Tanner Thomason, Margaret Cho",2020,13+,92,"Comedy, Drama, Science Fiction",amazon
s2518,Movie,Fairytale: A True Story,Charles Sturridge,"Harvey Keitel, Jason Salkey, Peter O'Toole, Anna Chancellor",1997,PG,98,"Adventure, Kids",amazon
s2519,Movie,Fairhaven,Tom O'Brien,"Chris Messina, Sarah Paulson, Rich Sommer, Alexie Gilmore, Natalie Gold, Tom O'Brien",2012,16+,81,"Drama, Romance",amazon
s2520,Movie,Fahrenheit 11/9,Michael Moore,"Jim Acosta, Roger Ailes, Brooke Baldwin",2018,R,128,"Arthouse, Documentary",amazon
s2522,Movie,Face your Fears | Thriller shorts for Adults,"Vanessa Gazy,  Jeremy Robbins,  Nicholas Verso,  Shawn Thompson","Toby Wallace, Cody Fern, Odessa Young, Noah Robbins, Sandra Senaka, John Kyle Sutton, Robert Zachar, Jason Hildebrandt, Will Rogers, Ryan Jonze, Marta Kaczmarek",2020,16+,66,"Horror, Suspense",amazon
s2523,Movie,F2 - Fun and Frustration,Anil Ravipudi,"Venkatesh, Varun Tej, Tamannaah, Mehreen Pirzada",2019,13+,148,"Comedy, International",amazon
s2524,Movie,Eyes Of Texas (Black & White),William Witney,"Roy Rogers, Lynne Roberts, Andy Devine, Nana Bryant, Roy Barcroft, Trigger",1948,ALL,71,Western,amazon
s2525,Movie,Eye of the Beholder: The Art of Dungeons and Dragons,"Kelley Slagle, Brian Stillman","Larry Elmore, Jeff Easley, Clyde Caldwell, Erol Otus, Tony DiTerlizzi, Brom, Todd Lockwood, Tom Babbey, Peggy Cooper, Darlene, Jeff Dee, Randy Gallegos, Ralph Horsley, Jennell Jaquays, Tim Kask, Dana Knutson, Diesel LaForce, Brynn Metheney, Dawn Murin, Steve Prescott, Harry Quinn, Jon Schindehette, Chris Seaman, Matthew Stawicki, Margaret Weiss, Tom Wham",2019,13+,92,"Documentary, Science Fiction, Special Interest",amazon
s2526,Movie,Extracurricular Activities,Jay Lowi,"Colin Ford, Ellie Bamber, Timothy Simons, Bobby Lee, Angela Kinsey",2019,16+,89,"Drama, Suspense",amazon
s2528,Movie,Explorers,Joe Dante,"Ethan Hawke, River Phoenix, Jason Presson, James Cromwell",1985,PG,109,"Adventure, Kids, Science Fiction",amazon
s2529,Movie,Explore The Wildlife Kingdom: Lions - Kings of Africa,Steve Greisen,Grant Goodeve,2006,PG,49,"Documentary, Special Interest",amazon
s2533,Movie,Evil Little Things,Matt Green,"Hannah Fierman, Geoff McKnight, Zach Galligan",2020,13+,86,"Horror, Suspense",amazon
s2534,Movie,Everything is Free,Brian Jordan Alvarez,"Brian Jordan Alvarez, Peter Vack, Morgan Krantz",2019,18+,87,"Arthouse, Comedy",amazon
s2535,Movie,Everybody's Game,Beno Obano,"Maro Itoje, Beno Obano, Anthony Watson, Ellis Genge, Biyi Alo",2020,16+,53,Documentary,amazon
s2538,Movie,Eugene Mirman: Vegan on His Way to the Complain Store,Bobcat Goldthwait,Eugene Mirman,2015,18+,65,"Arts, Entertainment, and Culture, Comedy, Special Interest",amazon
s2539,Movie,ETs Among Us: UFO Witnesses and Whistleblowers,Cybela Clare,"JIM MARRS, PAUL HELLYER, CLIFFORD STONE, NICK POPE, DAVID JACOBS, WENDELLE C. STEVENS, MICHAEL SALLA, JACQUES VALLEE, RICHARD DOLAN, DAVID HATCHER CHILDRESS",2016,13+,91,Special Interest,amazon
s2540,Movie,"ETs Among Us 2: Our Alien Origins, Antarctica, Mars and Beyond",Cybela Clare,"Linda Moulton Howe, Nick Pope, Richard Dolan, Robert Morningstar, Debbie Ziegelmeyer, Len Kasten",2018,7+,55,Special Interest,amazon
s2541,Movie,Escape from the Bronx,Enzo G. Castellari,"Mark Gregory, Henry Silva, Valeria D'Obici, Timothy Brent, Paolo Malco, Antonio Sabato",1983,R,90,"Action, Science Fiction",amazon
s2543,Movie,Escape,Roar Uthaug,"Isabel Christine Andreasen, Ingrid Bolsø Berdal, Milla Olin",2013,18+,78,Action,amazon
s2546,Movie,Equal Means Equal,Kamala Lopez,"Patricia Arquette, Kamala Lopez, Gloria Steinem, Lakshmi, Congresswoman Maloney, Lenora Lapidus, Ellen Chesler",2016,7+,94,Documentary,amazon
s2547,Movie,Ephraim's Rescue,T.C. Christensen,"Darin Southam, Richard Benedict, James Gaisford, Katherine Nelson",2013,PG,98,"Adventure, Drama, Western",amazon
s2550,Movie,Enchantment,Irving Reis,"David Niven, Teresa Wright, Evelyn Keyes",1948,13+,101,"Drama, Romance",amazon
s2554,Movie,Enai Noki Paayum Thota,Gautham Menon,"Dhanush, Megha Akash, Sasikumar",2019,16+,151,"Action, Suspense",amazon
s2556,Movie,Emma's Chance,Anna Elizabeth James,"Greer Grammer, Missi Pyle, Joey Lawrence, Christina Robinson, Jennifer Taylor, Ryan McCartan",2016,ALL,93,"Drama, Sports",amazon
s2557,Movie,Emily Bronte's Wuthering Heights,"Peter Kosminsky, Mary Soan","Juliette Binoche, Ralph Fiennes, Janet McTeer, Sophie Ward, Simon Shephard, Simon Ward, Jeremy Northam, Paul Geoffrey, John Woodvine, Robert Demeger",1992,PG,106,Drama,amazon
s2558,Movie,Elsewhere,Hernán Jiménez,"Aden Young, Parker Posey, Ken Jeong, Beau Bridges, Jacki Weaver",2020,R,98,"Comedy, Drama",amazon
s2559,Movie,Elon Gold: Chosen & Taken,Jay Chapman,Elon Gold,2014,18+,60,"Arts, Entertainment, and Culture, Comedy, Special Interest",amazon
s2560,Movie,Eloise At The Plaza,Kevin Lima,"Julie Andrews, Sofia Vassilieva, Jeffrey Tambor, Kenneth Welsh, Debra Monk, Gavin Creel",2003,7+,88,"Comedy, Kids",amazon
s2561,Movie,Elliott Smith - Heaven Adores You,Nickolas Rossi,Elliott Smith,2015,16+,105,Documentary,amazon
s2565,Movie,Elephant Song,Charles Binamé,"Bruce Greenwood, Xavier Dolan, Carrie-Anne Moss, Catherine Keener",2015,13+,100,"Drama, Suspense",amazon
s2567,Movie,Elayne Boosler: Party of One,Steve Gerbson,Elayne Boosler,1986,16+,63,"Arts, Entertainment, and Culture, Comedy, Special Interest",amazon
s2571,Movie,El Ascensor,Daniel Bernal,"Marimar Vega, Gorka Otxoa",2021,NR/Sin clasificacion,70,Science Fiction,amazon
s2572,Movie,Ekaj,Cati Gonzalez,"Jake Mestre, Badd Idea, Scooter LaForge",2017,16+,80,"Drama, LGBTQ, Young Adult Audience",amazon
s2573,Movie,Ek Baar Kaho,Lekh Tandon,"Navin Nischol, Shabana Azmi, Anil Kapoor, Kiran Vairale, Madan Puri, Rajendra Nath, Jagdeep, Suresh Oberoi",1980,ALL,133,"Drama, Romance",amazon
